Response,"Affordable Housing (i.e. housing availability, social housing wait list, property prices, evaluation on rental buildings, childcare waitlists, etc.)","Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)","Mobility (i.e. cycling, walking, driving, traffic related, roadblocks, road construction, etc.)","Fiscal Responsibility (i.e. tax dollar distribution, financial transparency, budgets, service provisioning, etc.)","Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",Housing_Data. 1,Housing_Data. 2,Housing_Data. 3,"3.1.1. Commercial product(i.e. mobile/web app, visualization)","3.1.2. City (i.e. reports, Government studies)","3.1.1 Education(i.e. K-12, college, university)","3.1.4 Media(i.e. newspaper article, blog post, tv/radio interview)","3.1.5 Personal(i.e. hobbyist, personal development)","3.1.6. Research(i.e. academic, projects, post grad, thesis)","3.2.1. Commercial product(i.e. mobile/web app, visualization)","3.2.2. City  (i.e. reports, Government studies)","3.2.3. Education(i.e. K-12, college, university)","3.2.4. Media(i.e. newspaper article, blog post, tv/radio interview)","3.2.5. Personal(i.e. hobbyist, personal development)","3.2.6. Research(i.e. academic, projects, post grad, thesis)","3.3.1.  Commercial product(i.e. mobile/web app, visualization)","3.3.2.  City (i.e. reports, Government studies)","3.3.3.  Education(i.e. K-12, college, university)","3.3.4. Media(i.e. newspaper article, blog post, tv/radio interview)","3.3.5.Personal(i.e. hobbyist, personal development)","3.3.6. Research(i.e. academic, projects, post grad, thesis)",Poverty_Data. 1,Poverty_Data. 2,Poverty_Data. 3,"5.1.1. Commercial product(i.e. mobile/web app, visualization)","5.1.2. City (i.e. reports, Government studies)","5.1.3. Education(i.e. K-12, college, university)","5.1.4.  Media(i.e. newspaper article, blog post, tv/radio interview)","5.1.5. Personal(i.e. hobbyist, personal development)","5.1.6. Research(i.e. academic, projects, post grad, thesis)","5.2.1. Commercial product(i.e. mobile/web app, visualization)","5.2.2. City (i.e. reports, Government studies)","5.2.3. Education(i.e. K-12, college, university)","5.2.4. Media(i.e. newspaper article, blog post, tv/radio interview)","5.2.5. Personal(i.e. hobbyist, personal development)","5.2.6. Research(i.e. academic, projects, post grad, thesis)","5.3.1. Commercial product(i.e. mobile/web app, visualization)","5.3.2. City (i.e. reports, Government studies)","5.3.3. Education(i.e. K-12, college, university)","5.3.4. Media(i.e. newspaper article, blog post, tv/radio interview)","5.3.5. Personal(i.e. hobbyist, personal development)","5.3.6. Research(i.e. academic, projects, post grad, thesis)",Mobility_Data. 1,Mobility_Data. 2,Mobility_Data. 3,"7.1.1. Commercial product(i.e. mobile/web app, visualization)","7.1.2. City (i.e. reports, Government studies)","7.1.3. Education(i.e. K-12, college, university)","7.1.4. Media(i.e. newspaper article, blog post, tv/radio interview)","7.1.5. Personal(i.e. hobbyist, personal development)","7.1.6. Research(i.e. academic, projects, post grad, thesis)","7.2.1. Commercial product(i.e. mobile/web app, visualization)","7.2.2. City  (i.e. reports, Government studies)","7.2.3. Education(i.e. K-12, college, university)","7.2.4. Media(i.e. newspaper article, blog post, tv/radio interview)","7.2.5. Personal(i.e. hobbyist, personal development)","7.2.6. Research(i.e. academic, projects, post grad, thesis)","7.3.1. Commercial product(i.e. mobile/web app, visualization)","7.3.2. City (i.e. reports, Government studies)","7.3.3. Education(i.e. K-12, college, university)","7.3.4. Media(i.e. newspaper article, blog post, tv/radio interview)","7.3.5. Personal(i.e. hobbyist, personal development)","7.3.6. Research(i.e. academic, projects, post grad, thesis)",Fiscal_Data. 1,Fiscal_Data. 2,Fiscal_Data. 3,"9.1.1. Commercial product(i.e. mobile/web app, visualization)","9.1.2. City (i.e. reports, Government studies)","9.1.3. Education(i.e. K-12, college, university)","9.1.4. Media(i.e. newspaper article, blog post, tv/radio interview)","9.1.5. Personal(i.e. hobbyist, personal development)","9.1.6. Research(i.e. academic, projects, post grad, thesis)","9.2.1. Commercial product(i.e. mobile/web app, visualization)","9.2.2. City (i.e. reports, Government studies)","9.2.3. Education(i.e. K-12, college, university)","9.2.4. Media(i.e. newspaper article, blog post, tv/radio interview)","9.2.5. Personal(i.e. hobbyist, personal development)","9.2.6. Research(i.e. academic, projects, post grad, thesis)","9.3.1. Commercial product(i.e. mobile/web app, visualization)","9.3.2. City (i.e. reports, Government studies)","9.3.3. Education(i.e. K-12, college, university)","9.3.4. Media(i.e. newspaper article, blog post, tv/radio interview)","9.3.5. Personal(i.e. hobbyist, personal development)","9.3.6. Research(i.e. academic, projects, post grad, thesis)",Climate_Data. 1,Climate_Data. 2,Climate_Data. 3,"11.1.1. Commercial product(i.e. mobile/web app, visualization)","11.1.2. City&nbsp (i.e. reports, Government studies)","11.1.3. Education(i.e. K-12, college, university)","11.1.4. Media(i.e. newspaper article, blog post, tv/radio interview)","11.1.5. Personal(i.e. hobbyist, personal development)","11.1.6. Research(i.e. academic, projects, post grad, thesis)","11.2.1. Commercial product(i.e. mobile/web app, visualization)","11.2.2. City&nbsp (i.e. reports, Government studies)","11.2.3. Education(i.e. K-12, college, university)","11.2.4. Media(i.e. newspaper article, blog post, tv/radio interview)","11.2.5. Personal(i.e. hobbyist, personal development)","11.2.6. Research(i.e. academic, projects, post grad, thesis)","11.3.1. Commercial product(i.e. mobile/web app, visualization)","11.3.2. City&nbsp (i.e. reports, Government studies)","11.3.3. Education(i.e. K-12, college, university)","11.3.4. Media(i.e. newspaper article, blog post, tv/radio interview)","11.3.5. Personal(i.e. hobbyist, personal development)","11.3.6. Research(i.e. academic, projects, post grad, thesis)"
59,,,,,"Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"decreasing usage of plastic (bottles, packages)","plant based substitutes for meat (beef, mostly) and milk",sustainable and ethical fashion,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,,,,"Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,,,,,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)",
60,,,,,"Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Electricity use by postal code,Natural gas use by postal code,Water use by postal code,"Commercial product(i.e. mobile/web app, visualization)",,,,,"Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)",,,,,"Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)",,,,,"Research(i.e. academic, projects, post grad, thesis)"
61,"Affordable Housing (i.e. housing availability, social housing wait list, property prices, evaluation on rental buildings, childcare waitlists, etc.)",,,"Fiscal Responsibility (i.e. tax dollar distribution, financial transparency, budgets, service provisioning, etc.)",,Toronto Official Plan Schedule Maps,Toronto Development Application Data,,"Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)",,,,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,"Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)",,,,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Budget,Section 37 funds,,,"City (i.e. reports, Government studies)",,,,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,,,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,,,,,,,,,,,,,,,
62,"Affordable Housing (i.e. housing availability, social housing wait list, property prices, evaluation on rental buildings, childcare waitlists, etc.)","Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)","Mobility (i.e. cycling, walking, driving, traffic related, roadblocks, road construction, etc.)","Fiscal Responsibility (i.e. tax dollar distribution, financial transparency, budgets, service provisioning, etc.)","Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",houses and condo units not being occupied (re vacancy tax),,,,"City (i.e. reports, Government studies)",,,,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,income distribution,,,,"City (i.e. reports, Government studies)",,,,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,bike parking,,,,"City (i.e. reports, Government studies)",,,,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,revenue sources and expenditure didtribution,,,,"City (i.e. reports, Government studies)",,,,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,"mapping of emissions and pollutants data, and all other information",,,,"City (i.e. reports, Government studies)",,,,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,
63,"Affordable Housing (i.e. housing availability, social housing wait list, property prices, evaluation on rental buildings, childcare waitlists, etc.)","Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)","Mobility (i.e. cycling, walking, driving, traffic related, roadblocks, road construction, etc.)","Fiscal Responsibility (i.e. tax dollar distribution, financial transparency, budgets, service provisioning, etc.)","Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",How many units are being rented out via Airbnb/the number of empty 'investment property' units,Number of times/frequency of landlords evicting tenants using nebulous but legal criteria,"Subsidized housing data: how many units available vs. number of applicants/income cutoff (i.e., what about the middle income Torontonians)",,,,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",Affordable access to childcare broken down by neighbourhood,Health outcomes broken down by income/neighbourhood/urban food desserts,,,,,,"Personal(i.e. hobbyist, personal development)",,,,,,"Personal(i.e. hobbyist, personal development)",,,,,,,,tools that can support improved mobility for disabled residents,connection between mobility/access and income distribution (wealthier neighbourhoods are near subways  ironically most of the residents end up driving),accessibility,,,,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)",,,,,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)",,,,,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)",,financial transparency,city budgets,services broken down by tax dollar distribution,,,,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)",,,,,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)",,,,,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)",,changes in land use/native species populations,industrial emissions and airborne pollutants,energy and water pollution,,,,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)"
64,,,"Mobility (i.e. cycling, walking, driving, traffic related, roadblocks, road construction, etc.)","Fiscal Responsibility (i.e. tax dollar distribution, financial transparency, budgets, service provisioning, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Number of tickets issued at red light cameras - too many means the yellow light is not long enough?,Percent of time during a day buses are less than 50% full - too many runs at non peak hours?,"More details on exactly who is riding bikes, age, occupation, whether employed, etc.",,"City (i.e. reports, Government studies)",,,,,"Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)",,,,,,"City (i.e. reports, Government studies)",,,,"Research(i.e. academic, projects, post grad, thesis)","Breakdown of $ resources made available to non citizens, refugees.","Cost of court systems and legal aid, more details on who is using most of the time and resources.","Details on all NGO's recieving governemnt money at any level operating in Toronto, who the major capital contributors are.",,"City (i.e. reports, Government studies)",,,,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,,,,,,,,,
65,,,,"Fiscal Responsibility (i.e. tax dollar distribution, financial transparency, budgets, service provisioning, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Budgets,Reduce taxes,Fiscal responsibility,"Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,,,,,,,,,
66,"Affordable Housing (i.e. housing availability, social housing wait list, property prices, evaluation on rental buildings, childcare waitlists, etc.)","Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)","Mobility (i.e. cycling, walking, driving, traffic related, roadblocks, road construction, etc.)","Fiscal Responsibility (i.e. tax dollar distribution, financial transparency, budgets, service provisioning, etc.)","Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",property sale trends,location and numbers of vacant and occupied TCHC units,locations of people waiting for affordable housing,,,,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",income distribution by number of people (i.e. how many people are in each income bracket) in each neighbourhood,children and seniors in poverty,average distance to grocery stores,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",frequency of transit routes,crowding level of transit routes,bunching of transit routes,"Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",Funds for new initiatives each year,funds for internal administrative uses,funds sitting unspent without being invested/collecting interest,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",air and water pollution emittors,spot temperatures based on hard surfaces,canopy coverage,,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)"
67,"Affordable Housing (i.e. housing availability, social housing wait list, property prices, evaluation on rental buildings, childcare waitlists, etc.)","Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)",,,"Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",Rental costs,vacancies,short term rentals (airbnbs),,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",income distribution,access to services,job opportunity,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,changes in native species,extreme weather effects,pollution,,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)"
68,"Affordable Housing (i.e. housing availability, social housing wait list, property prices, evaluation on rental buildings, childcare waitlists, etc.)","Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)","Mobility (i.e. cycling, walking, driving, traffic related, roadblocks, road construction, etc.)",,"Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",How many homeless people are there? How do we help them?,"Why is the Housing Connections system for subsidized housing so constipated? Overhoused people have no place to move as the smaller units are all full of people waiting for the larger units. The average wait time is years! I waited years to get a smaller unit when my kids grew up and moved, while some underused or homeless family needed my apartment.","Policies that make it easier for developers to build condos instead of affordable housing, forcing out low-income earners.",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",How many people are living hand to mouth? How many are looking at imminent homelessness?,Why are OW and ODSP support payments so far below the poverty line?,"Why are homeless shelters so hellish? Many prefer the street and have no other recourse. Emergency housing should be a help, not a torture.",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",Why aren't all subways accessible?,"Penalties for dangerous driving not enforced, putting pedestrians and bicyclists at risk while entitling aggressive driver.",Building construction should not block street lanes. Refer to examples of other cities who enforce this.,,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,,,,,,,,,,Water quality: sewer remediation to stop the emptying of raw sewage and street grime during rain storms,The province cancelled the home retrofit for energy efficiency. Measure the effect and try to correct t it.,Enforce vehicle idling bylaws -- is it being done anymore? Address the toxic waste problem of cigarette butts.,,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)",,"Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)"
69,"Affordable Housing (i.e. housing availability, social housing wait list, property prices, evaluation on rental buildings, childcare waitlists, etc.)","Poverty Reduction (i.e. wages, access to nutritious food, access to childcare, income distribution throughout neighbourhoods, etc.)","Mobility (i.e. cycling, walking, driving, traffic related, roadblocks, road construction, etc.)","Fiscal Responsibility (i.e. tax dollar distribution, financial transparency, budgets, service provisioning, etc.)","Climate Change (i.e. industrial emissions, air-borne pollutants, energy, water pollution, changes in native species populations, permeability, etc)",identify areas where densification could benefit supply of affordable housing,finer grain economic analysis of community to assess affordable housing needs,identify innovative approaches to housing (and home ownership) that could increase supply of affordable housing stock,,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",analysis of income distribution to identify priority areas for action,demographic analysis to better understand current and projected needs for childcare,,,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)","Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,analysis of commute patterns to identify areas for transit infrastructure improvement,identify gaps in cycling infrastructure to improve the cycling grid in the city,analysis of accessibility gaps in municipal buildings,,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)","Personal(i.e. hobbyist, personal development)","Research(i.e. academic, projects, post grad, thesis)",,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",make available fiscal operations data to promote transparency (while recognizing need for privacy of personal records),,,"Commercial product(i.e. mobile/web app, visualization)","City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,,"map of tree population data, including extent of coverage and age of existing tree population)",,,,"City (i.e. reports, Government studies)","Education(i.e. K-12, college, university)","Media(i.e. newspaper article, blog post, tv/radio interview)",,"Research(i.e. academic, projects, post grad, thesis)",,,,,,,,,,,,
70,,,,"Fiscal Responsibility (i.e. tax dollar distribution, financial transparency, budgets, service provisioning, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Follow the auditors advice on where the waste of $$$ is & do something about it for a change.,Tory needs to get to work for his $$$ & stop being a narcissist. Media HOG !!,"Stop fighting Ford & his team & do your work, councillors included.",,"City (i.e. reports, Government studies)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
